State,LossPerspective,EPType,Peril,LOB,RP,Loss
TX,GR,AEP,IF,Personal,200,2411.0
TX,GR,AEP,IF,Total,200,4133.0
TX,GR,AEP,IF,Commercial,250,1947.0
TX,GR,AEP,IF,Personal,250,2441.0
TX,GR,AEP,IF,Total,250,4388.0
TX,GR,AEP,IF,Commercial,500,2175.0
TX,GR,AEP,IF,Personal,500,2723.0
TX,GR,AEP,IF,Total,500,4898.0
TX,GR,AEP,IF,Commercial,1000,2318.0
TX,GR,AEP,IF,Personal,1000,3176.0
TX,GR,AEP,IF,Total,1000,5494.0
LA,GU,OEP,TC,Commercial,5,2643.0
LA,GU,OEP,TC,Personal,5,4500.0
LA,GU,OEP,TC,Total,5,7143.0
LA,GU,OEP,TC,Commercial,10,5314.0
LA,GU,OEP,TC,Personal,10,8030.0
LA,GU,OEP,TC,Total,10,13344.0
LA,GU,OEP,TC,Commercial,20,8335.0
LA,GU,OEP,TC,Personal,20,13184.0
LA,GU,OEP,TC,Total,20,21520.0
LA,GU,OEP,TC,Commercial,25,9747.0
LA,GU,OEP,TC,Personal,25,15039.0
LA,GU,OEP,TC,Total,25,24786.0
LA,GU,OEP,TC,Commercial,50,13495.0
LA,GU,OEP,TC,Personal,50,22020.0
LA,GU,OEP,TC,Total,50,35516.0
LA,GU,OEP,TC,Commercial,100,17717.0
LA,GU,OEP,TC,Personal,100,29900.0
LA,GU,OEP,TC,Total,100,47617.0
LA,GU,OEP,TC,Commercial,200,23563.0
LA,GU,OEP,TC,Personal,200,38065.0
LA,GU,OEP,TC,Total,200,61628.0
LA,GU,OEP,TC,Commercial,250,25460.0
LA,GU,OEP,TC,Personal,250,42695.0
LA,GU,OEP,TC,Total,250,68155.0
LA,GU,OEP,TC,Commercial,500,30458.0
LA,GU,OEP,TC,Personal,500,50461.0
LA,GU,OEP,TC,Total,500,80920.0
LA,GU,OEP,TC,Commercial,1000,35333.0
LA,GU,OEP,TC,Personal,1000,62756.0
LA,GU,OEP,TC,Total,1000,98089.0
LA,GU,AEP,TC,Commercial,5,3028.0
LA,GU,AEP,TC,Personal,5,4914.0
LA,GU,AEP,TC,Total,5,7942.0
LA,GU,AEP,TC,Commercial,10,5524.0
LA,GU,AEP,TC,Personal,10,9817.0
LA,GU,AEP,TC,Total,10,15342.0
LA,GU,AEP,TC,Commercial,20,9150.0
LA,GU,AEP,TC,Personal,20,15451.0
LA,GU,AEP,TC,Total,20,24601.0
LA,GU,AEP,TC,Commercial,25,10155.0
LA,GU,AEP,TC,Personal,25,18066.0
LA,GU,AEP,TC,Total,25,28221.0
LA,GU,AEP,TC,Commercial,50,14469.0
LA,GU,AEP,TC,Personal,50,23794.0
LA,GU,AEP,TC,Total,50,38263.0
LA,GU,AEP,TC,Commercial,100,20771.0
LA,GU,AEP,TC,Personal,100,34261.0
LA,GU,AEP,TC,Total,100,55032.0
LA,GU,AEP,TC,Commercial,200,25065.0
LA,GU,AEP,TC,Personal,200,42221.0
LA,GU,AEP,TC,Total,200,67286.0
LA,GU,AEP,TC,Commercial,250,28446.0
LA,GU,AEP,TC,Personal,250,47340.0
LA,GU,AEP,TC,Total,250,75785.0
LA,GU,AEP,TC,Commercial,500,33975.0
LA,GU,AEP,TC,Personal,500,56530.0
LA,GU,AEP,TC,Total,500,90505.0
LA,GU,AEP,TC,Commercial,1000,42607.0
LA,GU,AEP,TC,Personal,1000,69844.0
LA,GU,AEP,TC,Total,1000,112451.0
LA,GU,OEP,SU,Commercial,5,1570.0
LA,GU,OEP,SU,Personal,5,1980.0
LA,GU,OEP,SU,Total,5,3550.0
LA,GU,OEP,SU,Commercial,10,2648.0
LA,GU,OEP,SU,Personal,10,3693.0
LA,GU,OEP,SU,Total,10,6341.0
LA,GU,OEP,SU,Commercial,20,4412.0
LA,GU,OEP,SU,Personal,20,5643.0
LA,GU,OEP,SU,Total,20,10055.0
LA,GU,OEP,SU,Commercial,25,4600.0
LA,GU,OEP,SU,Personal,25,5987.0
LA,GU,OEP,SU,Total,25,10587.0
LA,GU,OEP,SU,Commercial,50,6772.0
LA,GU,OEP,SU,Personal,50,8106.0
LA,GU,OEP,SU,Total,50,14878.0
LA,GU,OEP,SU,Commercial,100,9067.0
LA,GU,OEP,SU,Personal,100,11003.0
LA,GU,OEP,SU,Total,100,20071.0
LA,GU,OEP,SU,Commercial,200,11144.0
LA,GU,OEP,SU,Personal,200,14584.0
LA,GU,OEP,SU,Total,200,25728.0
LA,GU,OEP,SU,Commercial,250,11550.0
LA,GU,OEP,SU,Personal,250,14757.0
LA,GU,OEP,SU,Total,250,26307.0
LA,GU,OEP,SU,Commercial,500,14343.0
LA,GU,OEP,SU,Personal,500,18415.0
LA,GU,OEP,SU,Total,500,32758.0
LA,GU,OEP,SU,Commercial,1000,16740.0
LA,GU,OEP,SU,Personal,1000,21971.0
LA,GU,OEP,SU,Total,1000,38710.0
LA,GU,AEP,SU,Commercial,5,1785.0
LA,GU,AEP,SU,Personal,5,2195.0
LA,GU,AEP,SU,Total,5,3979.0
LA,GU,AEP,SU,Commercial,10,2994.0
LA,GU,AEP,SU,Personal,10,3927.0
LA,GU,AEP,SU,Total,10,6921.0
LA,GU,AEP,SU,Commercial,20,4717.0
LA,GU,AEP,SU,Personal,20,5911.0
LA,GU,AEP,SU,Total,20,10628.0
LA,GU,AEP,SU,Commercial,25,5186.0
LA,GU,AEP,SU,Personal,25,7037.0
LA,GU,AEP,SU,Total,25,12223.0
LA,GU,AEP,SU,Commercial,50,7285.0
LA,GU,AEP,SU,Personal,50,9966.0
LA,GU,AEP,SU,Total,50,17252.0
LA,GU,AEP,SU,Commercial,100,9443.0
LA,GU,AEP,SU,Personal,100,11977.0
LA,GU,AEP,SU,Total,100,21419.0
LA,GU,AEP,SU,Commercial,200,12523.0
LA,GU,AEP,SU,Personal,200,16324.0
LA,GU,AEP,SU,Total,200,28847.0
LA,GU,AEP,SU,Commercial,250,12784.0
LA,GU,AEP,SU,Personal,250,16331.0
LA,GU,AEP,SU,Total,250,29115.0
LA,GU,AEP,SU,Commercial,500,15392.0
LA,GU,AEP,SU,Personal,500,20504.0
LA,GU,AEP,SU,Total,500,35896.0
LA,GU,AEP,SU,Commercial,1000,18860.0
LA,GU,AEP,SU,Personal,1000,23773.0
LA,GU,AEP,SU,Total,1000,42634.0
LA,GU,OEP,PF,Commercial,5,442.0
LA,GU,OEP,PF,Personal,5,624.0
LA,GU,OEP,PF,Total,5,1066.0
LA,GU,OEP,PF,Commercial,10,772.0
LA,GU,OEP,PF,Personal,10,1010.0
LA,GU,OEP,PF,Total,10,1783.0
LA,GU,OEP,PF,Commercial,20,1039.0
LA,GU,OEP,PF,Personal,20,1347.0
LA,GU,OEP,PF,Total,20,2385.0
LA,GU,OEP,PF,Commercial,25,1113.0
LA,GU,OEP,PF,Personal,25,1507.0
LA,GU,OEP,PF,Total,25,2620.0
LA,GU,OEP,PF,Commercial,50,1509.0
LA,GU,OEP,PF,Personal,50,2057.0
LA,GU,OEP,PF,Total,50,3566.0
LA,GU,OEP,PF,Commercial,100,1891.0
LA,GU,OEP,PF,Personal,100,2569.0
LA,GU,OEP,PF,Total,100,4460.0
LA,GU,OEP,PF,Commercial,200,2286.0
LA,GU,OEP,PF,Personal,200,3074.0
LA,GU,OEP,PF,Total,200,5360.0
LA,GU,OEP,PF,Commercial,250,2203.0
LA,GU,OEP,PF,Personal,250,2990.0
LA,GU,OEP,PF,Total,250,5193.0
LA,GU,OEP,PF,Commercial,500,2631.0
LA,GU,OEP,PF,Personal,500,3637.0
LA,GU,OEP,PF,Total,500,6268.0
LA,GU,OEP,PF,Commercial,1000,2955.0
LA,GU,OEP,PF,Personal,1000,4295.0
LA,GU,OEP,PF,Total,1000,7250.0
LA,GU,AEP,PF,Commercial,5,525.0
LA,GU,AEP,PF,Personal,5,703.0
LA,GU,AEP,PF,Total,5,1228.0
LA,GU,AEP,PF,Commercial,10,799.0
LA,GU,AEP,PF,Personal,10,1087.0
LA,GU,AEP,PF,Total,10,1886.0
LA,GU,AEP,PF,Commercial,20,1124.0
LA,GU,AEP,PF,Personal,20,1625.0
LA,GU,AEP,PF,Total,20,2749.0
LA,GU,AEP,PF,Commercial,25,1289.0
LA,GU,AEP,PF,Personal,25,1764.0
LA,GU,AEP,PF,Total,25,3052.0
LA,GU,AEP,PF,Commercial,50,1613.0
LA,GU,AEP,PF,Personal,50,2192.0
LA,GU,AEP,PF,Total,50,3805.0
LA,GU,AEP,PF,Commercial,100,2016.0
LA,GU,AEP,PF,Personal,100,2816.0
LA,GU,AEP,PF,Total,100,4832.0
LA,GU,AEP,PF,Commercial,200,2509.0
LA,GU,AEP,PF,Personal,200,3197.0
LA,GU,AEP,PF,Total,200,5706.0
LA,GU,AEP,PF,Commercial,250,2691.0
LA,GU,AEP,PF,Personal,250,3343.0
LA,GU,AEP,PF,Total,250,6034.0
LA,GU,AEP,PF,Commercial,500,3125.0
LA,GU,AEP,PF,Personal,500,3891.0
LA,GU,AEP,PF,Total,500,7015.0
LA,GU,AEP,PF,Commercial,1000,3367.0
LA,GU,AEP,PF,Personal,1000,4811.0
LA,GU,AEP,PF,Total,1000,8178.0
LA,GU,OEP,IF,Commercial,5,105.0
LA,GU,OEP,IF,Personal,5,140.0
LA,GU,OEP,IF,Total,5,246.0
LA,GU,OEP,IF,Commercial,10,164.0
LA,GU,OEP,IF,Personal,10,208.0
LA,GU,OEP,IF,Total,10,372.0
LA,GU,OEP,IF,Commercial,20,227.0
LA,GU,OEP,IF,Personal,20,299.0
LA,GU,OEP,IF,Total,20,526.0
LA,GU,OEP,IF,Commercial,25,251.0
LA,GU,OEP,IF,Personal,25,309.0
LA,GU,OEP,IF,Total,25,559.0
LA,GU,OEP,IF,Commercial,50,303.0
LA,GU,OEP,IF,Personal,50,383.0
LA,GU,OEP,IF,Total,50,686.0
LA,GU,OEP,IF,Commercial,100,356.0
LA,GU,OEP,IF,Personal,100,458.0
LA,GU,OEP,IF,Total,100,813.0
LA,GU,OEP,IF,Commercial,200,448.0
LA,GU,OEP,IF,Personal,200,578.0
LA,GU,OEP,IF,Total,200,1026.0
LA,GU,OEP,IF,Commercial,250,462.0
LA,GU,OEP,IF,Personal,250,585.0
LA,GU,OEP,IF,Total,250,1047.0
LA,GU,OEP,IF,Commercial,500,514.0
LA,GU,OEP,IF,Personal,500,671.0
LA,GU,OEP,IF,Total,500,1185.0
LA,GU,OEP,IF,Commercial,1000,584.0
LA,GU,OEP,IF,Personal,1000,750.0
LA,GU,OEP,IF,Total,1000,1334.0
LA,GU,AEP,IF,Commercial,5,117.0
LA,GU,AEP,IF,Personal,5,152.0
LA,GU,AEP,IF,Total,5,270.0
LA,GU,AEP,IF,Commercial,10,192.0
LA,GU,AEP,IF,Personal,10,239.0
LA,GU,AEP,IF,Total,10,431.0
LA,GU,AEP,IF,Commercial,20,260.0
LA,GU,AEP,IF,Personal,20,313.0
LA,GU,AEP,IF,Total,20,573.0
LA,GU,AEP,IF,Commercial,25,272.0
LA,GU,AEP,IF,Personal,25,341.0
LA,GU,AEP,IF,Total,25,613.0
LA,GU,AEP,IF,Commercial,50,330.0
LA,GU,AEP,IF,Personal,50,419.0
LA,GU,AEP,IF,Total,50,749.0
LA,GU,AEP,IF,Commercial,100,393.0
LA,GU,AEP,IF,Personal,100,553.0
LA,GU,AEP,IF,Total,100,946.0
LA,GU,AEP,IF,Commercial,200,472.0
LA,GU,AEP,IF,Personal,200,630.0
LA,GU,AEP,IF,Total,200,1102.0
LA,GU,AEP,IF,Commercial,250,502.0
LA,GU,AEP,IF,Personal,250,647.0
LA,GU,AEP,IF,Total,250,1149.0
LA,GU,AEP,IF,Commercial,500,579.0
LA,GU,AEP,IF,Personal,500,725.0
LA,GU,AEP,IF,Total,500,1304.0
LA,GU,AEP,IF,Commercial,1000,683.0
LA,GU,AEP,IF,Personal,1000,873.0
LA,GU,AEP,IF,Total,1000,1556.0
LA,GR,OEP,TC,Commercial,5,2218.0
LA,GR,OEP,TC,Personal,5,3542.0
LA,GR,OEP,TC,Total,5,5760.0
LA,GR,OEP,TC,Commercial,10,3983.0
LA,GR,OEP,TC,Personal,10,7055.0
LA,GR,OEP,TC,Total,10,11037.0
LA,GR,OEP,TC,Commercial,20,6520.0
LA,GR,OEP,TC,Personal,20,10383.0
LA,GR,OEP,TC,Total,20,16903.0
LA,GR,OEP,TC,Commercial,25,7421.0
LA,GR,OEP,TC,Personal,25,12737.0
LA,GR,OEP,TC,Total,25,20159.0
LA,GR,OEP,TC,Commercial,50,10843.0
LA,GR,OEP,TC,Personal,50,18017.0
LA,GR,OEP,TC,Total,50,28860.0
LA,GR,OEP,TC,Commercial,100,14788.0
LA,GR,OEP,TC,Personal,100,22896.0
LA,GR,OEP,TC,Total,100,37684.0
LA,GR,OEP,TC,Commercial,200,19275.0
LA,GR,OEP,TC,Personal,200,30155.0
LA,GR,OEP,TC,Total,200,49429.0
LA,GR,OEP,TC,Commercial,250,20193.0
LA,GR,OEP,TC,Personal,250,31055.0
LA,GR,OEP,TC,Total,250,51248.0
LA,GR,OEP,TC,Commercial,500,25857.0
LA,GR,OEP,TC,Personal,500,39549.0
LA,GR,OEP,TC,Total,500,65405.0
LA,GR,OEP,TC,Commercial,1000,28502.0
LA,GR,OEP,TC,Personal,1000,48708.0
LA,GR,OEP,TC,Total,1000,77210.0
LA,GR,AEP,TC,Commercial,5,2335.0
LA,GR,AEP,TC,Personal,5,3841.0
LA,GR,AEP,TC,Total,5,6176.0
LA,GR,AEP,TC,Commercial,10,4682.0
LA,GR,AEP,TC,Personal,10,7501.0
LA,GR,AEP,TC,Total,10,12183.0
LA,GR,AEP,TC,Commercial,20,7734.0
LA,GR,AEP,TC,Personal,20,11957.0
LA,GR,AEP,TC,Total,20,19690.0
LA,GR,AEP,TC,Commercial,25,8636.0
LA,GR,AEP,TC,Personal,25,13804.0
LA,GR,AEP,TC,Total,25,22440.0
LA,GR,AEP,TC,Commercial,50,12188.0
LA,GR,AEP,TC,Personal,50,19882.0
LA,GR,AEP,TC,Total,50,32070.0
LA,GR,AEP,TC,Commercial,100,16047.0
LA,GR,AEP,TC,Personal,100,27592.0
LA,GR,AEP,TC,Total,100,43639.0
LA,GR,AEP,TC,Commercial,200,20384.0
LA,GR,AEP,TC,Personal,200,32887.0
LA,GR,AEP,TC,Total,200,53271.0
LA,GR,AEP,TC,Commercial,250,22704.0
LA,GR,AEP,TC,Personal,250,37870.0
LA,GR,AEP,TC,Total,250,60574.0
LA,GR,AEP,TC,Commercial,500,26329.0
LA,GR,AEP,TC,Personal,500,45059.0
LA,GR,AEP,TC,Total,500,71388.0
LA,GR,AEP,TC,Commercial,1000,34694.0
LA,GR,AEP,TC,Personal,1000,56149.0
LA,GR,AEP,TC,Total,1000,90843.0
LA,GR,OEP,SU,Commercial,5,1351.0
LA,GR,OEP,SU,Personal,5,1662.0
LA,GR,OEP,SU,Total,5,3013.0
LA,GR,OEP,SU,Commercial,10,2362.0
LA,GR,OEP,SU,Personal,10,2932.0
LA,GR,OEP,SU,Total,10,5294.0
LA,GR,OEP,SU,Commercial,20,3749.0
LA,GR,OEP,SU,Personal,20,4556.0
LA,GR,OEP,SU,Total,20,8306.0
LA,GR,OEP,SU,Commercial,25,4137.0
LA,GR,OEP,SU,Personal,25,5149.0
LA,GR,OEP,SU,Total,25,9286.0
LA,GR,OEP,SU,Commercial,50,5608.0
LA,GR,OEP,SU,Personal,50,7331.0
LA,GR,OEP,SU,Total,50,12939.0
LA,GR,OEP,SU,Commercial,100,7302.0
LA,GR,OEP,SU,Personal,100,9771.0
LA,GR,OEP,SU,Total,100,17073.0
LA,GR,OEP,SU,Commercial,200,9120.0
LA,GR,OEP,SU,Personal,200,12006.0
LA,GR,OEP,SU,Total,200,21126.0
LA,GR,OEP,SU,Commercial,250,9687.0
LA,GR,OEP,SU,Personal,250,12549.0
LA,GR,OEP,SU,Total,250,22236.0
LA,GR,OEP,SU,Commercial,500,11891.0
LA,GR,OEP,SU,Personal,500,14819.0
LA,GR,OEP,SU,Total,500,26709.0
LA,GR,OEP,SU,Commercial,1000,13661.0
LA,GR,OEP,SU,Personal,1000,18636.0
LA,GR,OEP,SU,Total,1000,32298.0
LA,GR,AEP,SU,Commercial,5,1464.0
LA,GR,AEP,SU,Personal,5,1886.0
LA,GR,AEP,SU,Total,5,3350.0
LA,GR,AEP,SU,Commercial,10,2479.0
LA,GR,AEP,SU,Personal,10,3292.0
LA,GR,AEP,SU,Total,10,5771.0
LA,GR,AEP,SU,Commercial,20,3898.0
LA,GR,AEP,SU,Personal,20,5316.0
LA,GR,AEP,SU,Total,20,9214.0
LA,GR,AEP,SU,Commercial,25,4688.0
LA,GR,AEP,SU,Personal,25,5676.0
LA,GR,AEP,SU,Total,25,10364.0
LA,GR,AEP,SU,Commercial,50,6347.0
LA,GR,AEP,SU,Personal,50,7736.0
LA,GR,AEP,SU,Total,50,14083.0
LA,GR,AEP,SU,Commercial,100,7987.0
LA,GR,AEP,SU,Personal,100,10135.0
LA,GR,AEP,SU,Total,100,18122.0
LA,GR,AEP,SU,Commercial,200,10075.0
LA,GR,AEP,SU,Personal,200,13484.0
LA,GR,AEP,SU,Total,200,23558.0
LA,GR,AEP,SU,Commercial,250,11475.0
LA,GR,AEP,SU,Personal,250,13764.0
LA,GR,AEP,SU,Total,250,25239.0
LA,GR,AEP,SU,Commercial,500,13454.0
LA,GR,AEP,SU,Personal,500,17589.0
LA,GR,AEP,SU,Total,500,31044.0
LA,GR,AEP,SU,Commercial,1000,16675.0
LA,GR,AEP,SU,Personal,1000,20755.0
LA,GR,AEP,SU,Total,1000,37429.0
LA,GR,OEP,PF,Commercial,5,383.0
LA,GR,OEP,PF,Personal,5,537.0
LA,GR,OEP,PF,Total,5,920.0
LA,GR,OEP,PF,Commercial,10,614.0
LA,GR,OEP,PF,Personal,10,885.0
LA,GR,OEP,PF,Total,10,1499.0
LA,GR,OEP,PF,Commercial,20,872.0
LA,GR,OEP,PF,Personal,20,1211.0
LA,GR,OEP,PF,Total,20,2083.0
LA,GR,OEP,PF,Commercial,25,921.0
LA,GR,OEP,PF,Personal,25,1292.0
LA,GR,OEP,PF,Total,25,2213.0
LA,GR,OEP,PF,Commercial,50,1292.0
LA,GR,OEP,PF,Personal,50,1701.0
LA,GR,OEP,PF,Total,50,2993.0
LA,GR,OEP,PF,Commercial,100,1531.0
LA,GR,OEP,PF,Personal,100,2170.0
LA,GR,OEP,PF,Total,100,3701.0
LA,GR,OEP,PF,Commercial,200,1913.0
LA,GR,OEP,PF,Personal,200,2451.0
LA,GR,OEP,PF,Total,200,4364.0
LA,GR,OEP,PF,Commercial,250,1958.0
LA,GR,OEP,PF,Personal,250,2630.0
LA,GR,OEP,PF,Total,250,4588.0
LA,GR,OEP,PF,Commercial,500,2304.0
LA,GR,OEP,PF,Personal,500,3019.0
LA,GR,OEP,PF,Total,500,5323.0
LA,GR,OEP,PF,Commercial,1000,2542.0
LA,GR,OEP,PF,Personal,1000,3668.0
LA,GR,OEP,PF,Total,1000,6210.0
LA,GR,AEP,PF,Commercial,5,458.0
LA,GR,AEP,PF,Personal,5,614.0
LA,GR,AEP,PF,Total,5,1073.0
LA,GR,AEP,PF,Commercial,10,734.0
LA,GR,AEP,PF,Personal,10,969.0
LA,GR,AEP,PF,Total,10,1703.0
LA,GR,AEP,PF,Commercial,20,1012.0
LA,GR,AEP,PF,Personal,20,1367.0
LA,GR,AEP,PF,Total,20,2379.0
LA,GR,AEP,PF,Commercial,25,1081.0
LA,GR,AEP,PF,Personal,25,1456.0
LA,GR,AEP,PF,Total,25,2536.0
LA,GR,AEP,PF,Commercial,50,1359.0
LA,GR,AEP,PF,Personal,50,1911.0
LA,GR,AEP,PF,Total,50,3270.0
LA,GR,AEP,PF,Commercial,100,1688.0
LA,GR,AEP,PF,Personal,100,2273.0
LA,GR,AEP,PF,Total,100,3961.0
LA,GR,AEP,PF,Commercial,200,2087.0
LA,GR,AEP,PF,Personal,200,2769.0
LA,GR,AEP,PF,Total,200,4857.0
LA,GR,AEP,PF,Commercial,250,2122.0
LA,GR,AEP,PF,Personal,250,3042.0
LA,GR,AEP,PF,Total,250,5164.0
LA,GR,AEP,PF,Commercial,500,2638.0
LA,GR,AEP,PF,Personal,500,3324.0
LA,GR,AEP,PF,Total,500,5963.0
LA,GR,AEP,PF,Commercial,1000,2778.0
LA,GR,AEP,PF,Personal,1000,3881.0
LA,GR,AEP,PF,Total,1000,6659.0
LA,GR,OEP,IF,Commercial,5,100.0
LA,GR,OEP,IF,Personal,5,132.0
LA,GR,OEP,IF,Total,5,232.0
LA,GR,OEP,IF,Commercial,10,142.0
LA,GR,OEP,IF,Personal,10,198.0
LA,GR,OEP,IF,Total,10,339.0
LA,GR,OEP,IF,Commercial,20,192.0
LA,GR,OEP,IF,Personal,20,257.0
LA,GR,OEP,IF,Total,20,449.0
LA,GR,OEP,IF,Commercial,25,227.0
LA,GR,OEP,IF,Personal,25,274.0
LA,GR,OEP,IF,Total,25,501.0
LA,GR,OEP,IF,Commercial,50,261.0
LA,GR,OEP,IF,Personal,50,351.0
LA,GR,OEP,IF,Total,50,612.0
LA,GR,OEP,IF,Commercial,100,330.0
LA,GR,OEP,IF,Personal,100,445.0
LA,GR,OEP,IF,Total,100,776.0
LA,GR,OEP,IF,Commercial,200,402.0
LA,GR,OEP,IF,Personal,200,480.0
LA,GR,OEP,IF,Total,200,882.0
LA,GR,OEP,IF,Commercial,250,388.0
LA,GR,OEP,IF,Personal,250,541.0
LA,GR,OEP,IF,Total,250,929.0
LA,GR,OEP,IF,Commercial,500,450.0
LA,GR,OEP,IF,Personal,500,625.0
LA,GR,OEP,IF,Total,500,1076.0
LA,GR,OEP,IF,Commercial,1000,529.0
LA,GR,OEP,IF,Personal,1000,654.0
LA,GR,OEP,IF,Total,1000,1183.0
LA,GR,AEP,IF,Commercial,5,113.0
LA,GR,AEP,IF,Personal,5,138.0
LA,GR,AEP,IF,Total,5,251.0
LA,GR,AEP,IF,Commercial,10,164.0
LA,GR,AEP,IF,Personal,10,216.0
LA,GR,AEP,IF,Total,10,380.0
LA,GR,AEP,IF,Commercial,20,223.0
LA,GR,AEP,IF,Personal,20,297.0
LA,GR,AEP,IF,Total,20,520.0
LA,GR,AEP,IF,Commercial,25,246.0
LA,GR,AEP,IF,Personal,25,332.0
LA,GR,AEP,IF,Total,25,578.0
LA,GR,AEP,IF,Commercial,50,318.0
LA,GR,AEP,IF,Personal,50,397.0
LA,GR,AEP,IF,Total,50,715.0
LA,GR,AEP,IF,Commercial,100,351.0
LA,GR,AEP,IF,Personal,100,489.0
LA,GR,AEP,IF,Total,100,840.0
LA,GR,AEP,IF,Commercial,200,450.0
LA,GR,AEP,IF,Personal,200,551.0
LA,GR,AEP,IF,Total,200,1001.0
LA,GR,AEP,IF,Commercial,250,449.0
LA,GR,AEP,IF,Personal,250,584.0
LA,GR,AEP,IF,Total,250,1033.0
LA,GR,AEP,IF,Commercial,500,493.0
LA,GR,AEP,IF,Personal,500,686.0
LA,GR,AEP,IF,Total,500,1179.0
LA,GR,AEP,IF,Commercial,1000,575.0
LA,GR,AEP,IF,Personal,1000,784.0
LA,GR,AEP,IF,Total,1000,1358.0
NC,GU,OEP,TC,Commercial,5,4583.0
NC,GU,OEP,TC,Personal,5,5774.0
NC,GU,OEP,TC,Total,5,10357.0
NC,GU,OEP,TC,Commercial,10,8381.0
NC,GU,OEP,TC,Personal,10,10468.0
NC,GU,OEP,TC,Total,10,18849.0
NC,GU,OEP,TC,Commercial,20,13909.0
NC,GU,OEP,TC,Personal,20,17632.0
NC,GU,OEP,TC,Total,20,31542.0
NC,GU,OEP,TC,Commercial,25,15432.0
NC,GU,OEP,TC,Personal,25,20245.0
NC,GU,OEP,TC,Total,25,35677.0
NC,GU,OEP,TC,Commercial,50,21159.0
NC,GU,OEP,TC,Personal,50,28721.0
NC,GU,OEP,TC,Total,50,49880.0
NC,GU,OEP,TC,Commercial,100,28240.0
NC,GU,OEP,TC,Personal,100,35829.0
NC,GU,OEP,TC,Total,100,64069.0
NC,GU,OEP,TC,Commercial,200,38005.0
NC,GU,OEP,TC,Personal,200,45705.0
NC,GU,OEP,TC,Total,200,83710.0
NC,GU,OEP,TC,Commercial,250,38972.0
NC,GU,OEP,TC,Personal,250,48883.0
NC,GU,OEP,TC,Total,250,87855.0
NC,GU,OEP,TC,Commercial,500,50153.0
NC,GU,OEP,TC,Personal,500,65407.0
NC,GU,OEP,TC,Total,500,115560.0
NC,GU,OEP,TC,Commercial,1000,58216.0
NC,GU,OEP,TC,Personal,1000,78177.0
NC,GU,OEP,TC,Total,1000,136394.0
NC,GU,AEP,TC,Commercial,5,5128.0
NC,GU,AEP,TC,Personal,5,6057.0
NC,GU,AEP,TC,Total,5,11186.0
NC,GU,AEP,TC,Commercial,10,9131.0
NC,GU,AEP,TC,Personal,10,12368.0
NC,GU,AEP,TC,Total,10,21499.0
NC,GU,AEP,TC,Commercial,20,15691.0
NC,GU,AEP,TC,Personal,20,19245.0
NC,GU,AEP,TC,Total,20,34937.0
NC,GU,AEP,TC,Commercial,25,17851.0
NC,GU,AEP,TC,Personal,25,20929.0
NC,GU,AEP,TC,Total,25,38779.0
NC,GU,AEP,TC,Commercial,50,24314.0
NC,GU,AEP,TC,Personal,50,31729.0
NC,GU,AEP,TC,Total,50,56043.0
NC,GU,AEP,TC,Commercial,100,32160.0
NC,GU,AEP,TC,Personal,100,42618.0
NC,GU,AEP,TC,Total,100,74779.0
NC,GU,AEP,TC,Commercial,200,42440.0
NC,GU,AEP,TC,Personal,200,54842.0
NC,GU,AEP,TC,Total,200,97282.0
NC,GU,AEP,TC,Commercial,250,45531.0
NC,GU,AEP,TC,Personal,250,56866.0
NC,GU,AEP,TC,Total,250,102397.0
NC,GU,AEP,TC,Commercial,500,54944.0
NC,GU,AEP,TC,Personal,500,69218.0
NC,GU,AEP,TC,Total,500,124162.0
NC,GU,AEP,TC,Commercial,1000,70103.0
NC,GU,AEP,TC,Personal,1000,82959.0
NC,GU,AEP,TC,Total,1000,153062.0
NC,GU,OEP,SU,Commercial,5,1258.0
NC,GU,OEP,SU,Personal,5,1718.0
NC,GU,OEP,SU,Total,5,2977.0
NC,GU,OEP,SU,Commercial,10,2294.0
NC,GU,OEP,SU,Personal,10,3310.0
NC,GU,OEP,SU,Total,10,5604.0
NC,GU,OEP,SU,Commercial,20,3622.0
NC,GU,OEP,SU,Personal,20,5193.0
NC,GU,OEP,SU,Total,20,8815.0
NC,GU,OEP,SU,Commercial,25,3971.0
NC,GU,OEP,SU,Personal,25,5659.0
NC,GU,OEP,SU,Total,25,9629.0
NC,GU,OEP,SU,Commercial,50,5655.0
NC,GU,OEP,SU,Personal,50,7606.0
NC,GU,OEP,SU,Total,50,13261.0
NC,GU,OEP,SU,Commercial,100,7718.0
NC,GU,OEP,SU,Personal,100,10542.0
NC,GU,OEP,SU,Total,100,18260.0
NC,GU,OEP,SU,Commercial,200,9725.0
NC,GU,OEP,SU,Personal,200,12293.0
NC,GU,OEP,SU,Total,200,22018.0
NC,GU,OEP,SU,Commercial,250,9756.0
NC,GU,OEP,SU,Personal,250,13788.0
NC,GU,OEP,SU,Total,250,23544.0
NC,GU,OEP,SU,Commercial,500,11942.0
NC,GU,OEP,SU,Personal,500,16889.0
NC,GU,OEP,SU,Total,500,28830.0
NC,GU,OEP,SU,Commercial,1000,14621.0
NC,GU,OEP,SU,Personal,1000,19747.0
NC,GU,OEP,SU,Total,1000,34368.0
NC,GU,AEP,SU,Commercial,5,1519.0
NC,GU,AEP,SU,Personal,5,2031.0
NC,GU,AEP,SU,Total,5,3549.0
