"LOCNUM","LOCNAME","STATECODE","COUNTY","CC_OCC_HT_YB_FA","HDv1","RLv25","Classification","Description"
92,"vulsens_HI_92","HI","HI_COUNTY","RMS_KEY_OCC_SFD",445,463,"OCC","SFD"
93,"vulsens_HI_93","HI","HI_COUNTY","RMS_KEY_OCC_MFD",534,345,"OCC","MFD"
94,"vulsens_HI_94","HI","HI_COUNTY","RMS_KEY_OCC_MFD",385,385,"OCC","MFD"
95,"vulsens_HI_95","HI","HI_COUNTY","RMS_KEY_OCC_COM",664,469,"OCC","COM"
96,"vulsens_HI_96","HI","HI_COUNTY","RMS_KEY_OCC_COM",640,524,"OCC","COM"
97,"vulsens_HI_97","HI","HI_COUNTY","RMS_KEY_OCC_Unk",223,231,"OCC","Unk"
98,"vulsens_HI_98","HI","HI_COUNTY","RMS_KEY_OCC_Unk",138,155,"OCC","Unk"
99,"vulsens_HI_99","HI","HI_COUNTY","RMS_KEY_OCC_IND",710,592,"OCC","IND"
100,"vulsens_HI_100","HI","HI_COUNTY","RMS_KEY_OCC_IND",463,296,"OCC","IND"
1,"vulsens_IA_1","IA","IA_COUNTY","RMS_KEY_CC_Auto",780,481,"CC","Auto"
2,"vulsens_IA_2","IA","IA_COUNTY","RMS_KEY_CC_Auto",350,389,"CC","Auto"
3,"vulsens_IA_3","IA","IA_COUNTY","RMS_KEY_CC_MH",456,483,"CC","MH"
4,"vulsens_IA_4","IA","IA_COUNTY","RMS_KEY_CC_MH",584,456,"CC","MH"
5,"vulsens_IA_5","IA","IA_COUNTY","RMS_KEY_CC_LM",280,183,"CC","LM"
6,"vulsens_IA_6","IA","IA_COUNTY","RMS_KEY_CC_LM",241,286,"CC","LM"
7,"vulsens_IA_7","IA","IA_COUNTY","RMS_KEY_CC_Wood",325,371,"CC","Wood"
8,"vulsens_IA_8","IA","IA_COUNTY","RMS_KEY_CC_Wood",998,725,"CC","Wood"
9,"vulsens_IA_9","IA","IA_COUNTY","RMS_KEY_CC_Unk",165,173,"CC","Unk"
10,"vulsens_IA_10","IA","IA_COUNTY","RMS_KEY_CC_Unk",670,534,"CC","Unk"
11,"vulsens_IA_11","IA","IA_COUNTY","RMS_KEY_CC_Masonry",580,517,"CC","Masonry"
12,"vulsens_IA_12","IA","IA_COUNTY","RMS_KEY_CC_Masonry",631,295,"CC","Masonry"
13,"vulsens_IA_13","IA","IA_COUNTY","RMS_KEY_CC_Steel",606,242,"CC","Steel"
14,"vulsens_IA_14","IA","IA_COUNTY","RMS_KEY_CC_Steel",307,196,"CC","Steel"
15,"vulsens_IA_15","IA","IA_COUNTY","RMS_KEY_CC_RC",856,503,"CC","RC"
16,"vulsens_IA_16","IA","IA_COUNTY","RMS_KEY_CC_RC",420,370,"CC","RC"
17,"vulsens_IA_17","IA","IA_COUNTY","RMS_KEY_CC_COM_Auto",728,446,"CC_COM","Auto"
18,"vulsens_IA_18","IA","IA_COUNTY","RMS_KEY_CC_COM_Auto",839,455,"CC_COM","Auto"
19,"vulsens_IA_19","IA","IA_COUNTY","RMS_KEY_CC_COM_MH",487,388,"CC_COM","MH"
20,"vulsens_IA_20","IA","IA_COUNTY","RMS_KEY_CC_COM_MH",470,443,"CC_COM","MH"
21,"vulsens_IA_21","IA","IA_COUNTY","RMS_KEY_CC_COM_LM",664,612,"CC_COM","LM"
22,"vulsens_IA_22","IA","IA_COUNTY","RMS_KEY_CC_COM_LM",384,214,"CC_COM","LM"
23,"vulsens_IA_23","IA","IA_COUNTY","RMS_KEY_CC_COM_Wood",280,193,"CC_COM","Wood"
24,"vulsens_IA_24","IA","IA_COUNTY","RMS_KEY_CC_COM_Wood",531,440,"CC_COM","Wood"
25,"vulsens_IA_25","IA","IA_COUNTY","RMS_KEY_CC_COM_Unk",345,237,"CC_COM","Unk"
26,"vulsens_IA_26","IA","IA_COUNTY","RMS_KEY_CC_COM_Unk",183,129,"CC_COM","Unk"
27,"vulsens_IA_27","IA","IA_COUNTY","RMS_KEY_CC_COM_Masonry",367,583,"CC_COM","Masonry"
28,"vulsens_IA_28","IA","IA_COUNTY","RMS_KEY_CC_COM_Masonry",1113,712,"CC_COM","Masonry"
29,"vulsens_IA_29","IA","IA_COUNTY","RMS_KEY_CC_COM_Steel",694,471,"CC_COM","Steel"
30,"vulsens_IA_30","IA","IA_COUNTY","RMS_KEY_CC_COM_Steel",170,165,"CC_COM","Steel"
31,"vulsens_IA_31","IA","IA_COUNTY","RMS_KEY_CC_COM_RC",178,163,"CC_COM","RC"
32,"vulsens_IA_32","IA","IA_COUNTY","RMS_KEY_CC_COM_RC",854,1171,"CC_COM","RC"
33,"vulsens_IA_33","IA","IA_COUNTY","RMS_KEY_HT_SFD_1",511,657,"HT_SFD","1"
34,"vulsens_IA_34","IA","IA_COUNTY","RMS_KEY_HT_SFD_1",145,128,"HT_SFD","1"
35,"vulsens_IA_35","IA","IA_COUNTY","RMS_KEY_HT_SFD_Unk",883,506,"HT_SFD","Unk"
36,"vulsens_IA_36","IA","IA_COUNTY","RMS_KEY_HT_SFD_Unk",509,288,"HT_SFD","Unk"
37,"vulsens_IA_37","IA","IA_COUNTY","RMS_KEY_HT_SFD_2",628,351,"HT_SFD","2"
38,"vulsens_IA_38","IA","IA_COUNTY","RMS_KEY_HT_SFD_2",405,551,"HT_SFD","2"
39,"vulsens_IA_39","IA","IA_COUNTY","RMS_KEY_HT_COM_1",867,406,"HT_COM","1"
40,"vulsens_IA_40","IA","IA_COUNTY","RMS_KEY_HT_COM_1",186,189,"HT_COM","1"
41,"vulsens_IA_41","IA","IA_COUNTY","RMS_KEY_HT_COM_3",456,394,"HT_COM","3"
42,"vulsens_IA_42","IA","IA_COUNTY","RMS_KEY_HT_COM_3",975,1106,"HT_COM","3"
43,"vulsens_IA_43","IA","IA_COUNTY","RMS_KEY_HT_COM_Unk",197,231,"HT_COM","Unk"
44,"vulsens_IA_44","IA","IA_COUNTY","RMS_KEY_HT_COM_Unk",407,407,"HT_COM","Unk"
45,"vulsens_IA_45","IA","IA_COUNTY","RMS_KEY_HT_COM_5",709,462,"HT_COM","5"
46,"vulsens_IA_46","IA","IA_COUNTY","RMS_KEY_HT_COM_5",606,348,"HT_COM","5"
47,"vulsens_IA_47","IA","IA_COUNTY","RMS_KEY_HT_COM_7",261,336,"HT_COM","7"
48,"vulsens_IA_48","IA","IA_COUNTY","RMS_KEY_HT_COM_7",380,440,"HT_COM","7"
49,"vulsens_IA_49","IA","IA_COUNTY","RMS_KEY_HT_COM_10",807,590,"HT_COM","10"
50,"vulsens_IA_50","IA","IA_COUNTY","RMS_KEY_HT_COM_10",357,291,"HT_COM","10"
51,"vulsens_IA_51","IA","IA_COUNTY","RMS_KEY_HT_COM_15",362,484,"HT_COM","15"
52,"vulsens_IA_52","IA","IA_COUNTY","RMS_KEY_HT_COM_15",956,514,"HT_COM","15"
53,"vulsens_IA_53","IA","IA_COUNTY","RMS_KEY_HT_COM_20",154,185,"HT_COM","20"
54,"vulsens_IA_54","IA","IA_COUNTY","RMS_KEY_HT_COM_20",969,491,"HT_COM","20"
55,"vulsens_IA_55","IA","IA_COUNTY","RMS_KEY_YB_<1995",1101,933,"YB","<1995"
56,"vulsens_IA_56","IA","IA_COUNTY","RMS_KEY_YB_<1995",668,381,"YB","<1995"
57,"vulsens_IA_57","IA","IA_COUNTY","RMS_KEY_YB_Unk",474,269,"YB","Unk"
58,"vulsens_IA_58","IA","IA_COUNTY","RMS_KEY_YB_Unk",277,175,"YB","Unk"
59,"vulsens_IA_59","IA","IA_COUNTY","RMS_KEY_YB_1995",563,488,"YB","1995"
60,"vulsens_IA_60","IA","IA_COUNTY","RMS_KEY_YB_1995",294,281,"YB","1995"
61,"vulsens_IA_61","IA","IA_COUNTY","RMS_KEY_YB_2000",928,629,"YB","2000"
62,"vulsens_IA_62","IA","IA_COUNTY","RMS_KEY_YB_2000",1132,909,"YB","2000"
63,"vulsens_IA_63","IA","IA_COUNTY","RMS_KEY_YB_2005",574,440,"YB","2005"
64,"vulsens_IA_64","IA","IA_COUNTY","RMS_KEY_YB_2005",1541,957,"YB","2005"
65,"vulsens_IA_65","IA","IA_COUNTY","RMS_KEY_YB_2010",568,303,"YB","2010"
66,"vulsens_IA_66","IA","IA_COUNTY","RMS_KEY_YB_2010",453,340,"YB","2010"
67,"vulsens_IA_67","IA","IA_COUNTY","RMS_KEY_YB_2015",595,439,"YB","2015"
68,"vulsens_IA_68","IA","IA_COUNTY","RMS_KEY_YB_2015",201,286,"YB","2015"
92,"vulsens_IA_92","IA","IA_COUNTY","RMS_KEY_OCC_SFD",393,446,"OCC","SFD"
93,"vulsens_IA_93","IA","IA_COUNTY","RMS_KEY_OCC_MFD",520,362,"OCC","MFD"
94,"vulsens_IA_94","IA","IA_COUNTY","RMS_KEY_OCC_MFD",391,442,"OCC","MFD"
95,"vulsens_IA_95","IA","IA_COUNTY","RMS_KEY_OCC_COM",634,480,"OCC","COM"
96,"vulsens_IA_96","IA","IA_COUNTY","RMS_KEY_OCC_COM",636,544,"OCC","COM"
97,"vulsens_IA_97","IA","IA_COUNTY","RMS_KEY_OCC_Unk",216,257,"OCC","Unk"
98,"vulsens_IA_98","IA","IA_COUNTY","RMS_KEY_OCC_Unk",129,220,"OCC","Unk"
99,"vulsens_IA_99","IA","IA_COUNTY","RMS_KEY_OCC_IND",726,608,"OCC","IND"
100,"vulsens_IA_100","IA","IA_COUNTY","RMS_KEY_OCC_IND",490,225,"OCC","IND"
1,"vulsens_ID_1","ID","ID_COUNTY","RMS_KEY_CC_Auto",816,461,"CC","Auto"
2,"vulsens_ID_2","ID","ID_COUNTY","RMS_KEY_CC_Auto",384,416,"CC","Auto"
3,"vulsens_ID_3","ID","ID_COUNTY","RMS_KEY_CC_MH",451,471,"CC","MH"
4,"vulsens_ID_4","ID","ID_COUNTY","RMS_KEY_CC_MH",564,423,"CC","MH"
5,"vulsens_ID_5","ID","ID_COUNTY","RMS_KEY_CC_LM",288,196,"CC","LM"
6,"vulsens_ID_6","ID","ID_COUNTY","RMS_KEY_CC_LM",230,293,"CC","LM"
7,"vulsens_ID_7","ID","ID_COUNTY","RMS_KEY_CC_Wood",342,391,"CC","Wood"
8,"vulsens_ID_8","ID","ID_COUNTY","RMS_KEY_CC_Wood",994,742,"CC","Wood"
9,"vulsens_ID_9","ID","ID_COUNTY","RMS_KEY_CC_Unk",100,169,"CC","Unk"
10,"vulsens_ID_10","ID","ID_COUNTY","RMS_KEY_CC_Unk",714,535,"CC","Unk"
11,"vulsens_ID_11","ID","ID_COUNTY","RMS_KEY_CC_Masonry",614,513,"CC","Masonry"
12,"vulsens_ID_12","ID","ID_COUNTY","RMS_KEY_CC_Masonry",622,321,"CC","Masonry"
13,"vulsens_ID_13","ID","ID_COUNTY","RMS_KEY_CC_Steel",596,265,"CC","Steel"
14,"vulsens_ID_14","ID","ID_COUNTY","RMS_KEY_CC_Steel",337,191,"CC","Steel"
15,"vulsens_ID_15","ID","ID_COUNTY","RMS_KEY_CC_RC",877,531,"CC","RC"
16,"vulsens_ID_16","ID","ID_COUNTY","RMS_KEY_CC_RC",485,369,"CC","RC"
17,"vulsens_ID_17","ID","ID_COUNTY","RMS_KEY_CC_COM_Auto",720,498,"CC_COM","Auto"
18,"vulsens_ID_18","ID","ID_COUNTY","RMS_KEY_CC_COM_Auto",921,458,"CC_COM","Auto"
19,"vulsens_ID_19","ID","ID_COUNTY","RMS_KEY_CC_COM_MH",496,391,"CC_COM","MH"
20,"vulsens_ID_20","ID","ID_COUNTY","RMS_KEY_CC_COM_MH",495,483,"CC_COM","MH"
21,"vulsens_ID_21","ID","ID_COUNTY","RMS_KEY_CC_COM_LM",670,631,"CC_COM","LM"
22,"vulsens_ID_22","ID","ID_COUNTY","RMS_KEY_CC_COM_LM",370,229,"CC_COM","LM"
23,"vulsens_ID_23","ID","ID_COUNTY","RMS_KEY_CC_COM_Wood",250,154,"CC_COM","Wood"
24,"vulsens_ID_24","ID","ID_COUNTY","RMS_KEY_CC_COM_Wood",502,464,"CC_COM","Wood"
25,"vulsens_ID_25","ID","ID_COUNTY","RMS_KEY_CC_COM_Unk",357,245,"CC_COM","Unk"
26,"vulsens_ID_26","ID","ID_COUNTY","RMS_KEY_CC_COM_Unk",196,154,"CC_COM","Unk"
27,"vulsens_ID_27","ID","ID_COUNTY","RMS_KEY_CC_COM_Masonry",378,573,"CC_COM","Masonry"
28,"vulsens_ID_28","ID","ID_COUNTY","RMS_KEY_CC_COM_Masonry",1095,722,"CC_COM","Masonry"
29,"vulsens_ID_29","ID","ID_COUNTY","RMS_KEY_CC_COM_Steel",686,467,"CC_COM","Steel"
30,"vulsens_ID_30","ID","ID_COUNTY","RMS_KEY_CC_COM_Steel",181,154,"CC_COM","Steel"
31,"vulsens_ID_31","ID","ID_COUNTY","RMS_KEY_CC_COM_RC",200,171,"CC_COM","RC"
32,"vulsens_ID_32","ID","ID_COUNTY","RMS_KEY_CC_COM_RC",792,1161,"CC_COM","RC"
33,"vulsens_ID_33","ID","ID_COUNTY","RMS_KEY_HT_SFD_1",495,671,"HT_SFD","1"
34,"vulsens_ID_34","ID","ID_COUNTY","RMS_KEY_HT_SFD_1",116,152,"HT_SFD","1"
35,"vulsens_ID_35","ID","ID_COUNTY","RMS_KEY_HT_SFD_Unk",861,529,"HT_SFD","Unk"
36,"vulsens_ID_36","ID","ID_COUNTY","RMS_KEY_HT_SFD_Unk",521,332,"HT_SFD","Unk"
37,"vulsens_ID_37","ID","ID_COUNTY","RMS_KEY_HT_SFD_2",667,335,"HT_SFD","2"
38,"vulsens_ID_38","ID","ID_COUNTY","RMS_KEY_HT_SFD_2",367,556,"HT_SFD","2"
39,"vulsens_ID_39","ID","ID_COUNTY","RMS_KEY_HT_COM_1",872,379,"HT_COM","1"
40,"vulsens_ID_40","ID","ID_COUNTY","RMS_KEY_HT_COM_1",179,174,"HT_COM","1"
41,"vulsens_ID_41","ID","ID_COUNTY","RMS_KEY_HT_COM_3",440,401,"HT_COM","3"
42,"vulsens_ID_42","ID","ID_COUNTY","RMS_KEY_HT_COM_3",992,1090,"HT_COM","3"
43,"vulsens_ID_43","ID","ID_COUNTY","RMS_KEY_HT_COM_Unk",210,232,"HT_COM","Unk"
44,"vulsens_ID_44","ID","ID_COUNTY","RMS_KEY_HT_COM_Unk",388,408,"HT_COM","Unk"
45,"vulsens_ID_45","ID","ID_COUNTY","RMS_KEY_HT_COM_5",659,462,"HT_COM","5"
46,"vulsens_ID_46","ID","ID_COUNTY","RMS_KEY_HT_COM_5",621,333,"HT_COM","5"
47,"vulsens_ID_47","ID","ID_COUNTY","RMS_KEY_HT_COM_7",267,362,"HT_COM","7"
48,"vulsens_ID_48","ID","ID_COUNTY","RMS_KEY_HT_COM_7",351,462,"HT_COM","7"
49,"vulsens_ID_49","ID","ID_COUNTY","RMS_KEY_HT_COM_10",778,605,"HT_COM","10"
50,"vulsens_ID_50","ID","ID_COUNTY","RMS_KEY_HT_COM_10",408,317,"HT_COM","10"
51,"vulsens_ID_51","ID","ID_COUNTY","RMS_KEY_HT_COM_15",366,524,"HT_COM","15"
52,"vulsens_ID_52","ID","ID_COUNTY","RMS_KEY_HT_COM_15",949,508,"HT_COM","15"
53,"vulsens_ID_53","ID","ID_COUNTY","RMS_KEY_HT_COM_20",148,171,"HT_COM","20"
54,"vulsens_ID_54","ID","ID_COUNTY","RMS_KEY_HT_COM_20",950,483,"HT_COM","20"
55,"vulsens_ID_55","ID","ID_COUNTY","RMS_KEY_YB_<1995",1126,940,"YB","<1995"
56,"vulsens_ID_56","ID","ID_COUNTY","RMS_KEY_YB_<1995",666,340,"YB","<1995"
57,"vulsens_ID_57","ID","ID_COUNTY","RMS_KEY_YB_Unk",472,290,"YB","Unk"
58,"vulsens_ID_58","ID","ID_COUNTY","RMS_KEY_YB_Unk",259,207,"YB","Unk"
59,"vulsens_ID_59","ID","ID_COUNTY","RMS_KEY_YB_1995",547,510,"YB","1995"
60,"vulsens_ID_60","ID","ID_COUNTY","RMS_KEY_YB_1995",279,249,"YB","1995"
61,"vulsens_ID_61","ID","ID_COUNTY","RMS_KEY_YB_2000",923,632,"YB","2000"
62,"vulsens_ID_62","ID","ID_COUNTY","RMS_KEY_YB_2000",1186,863,"YB","2000"
63,"vulsens_ID_63","ID","ID_COUNTY","RMS_KEY_YB_2005",586,415,"YB","2005"
64,"vulsens_ID_64","ID","ID_COUNTY","RMS_KEY_YB_2005",1517,945,"YB","2005"
65,"vulsens_ID_65","ID","ID_COUNTY","RMS_KEY_YB_2010",559,325,"YB","2010"
66,"vulsens_ID_66","ID","ID_COUNTY","RMS_KEY_YB_2010",446,315,"YB","2010"
67,"vulsens_ID_67","ID","ID_COUNTY","RMS_KEY_YB_2015",578,466,"YB","2015"
68,"vulsens_ID_68","ID","ID_COUNTY","RMS_KEY_YB_2015",214,310,"YB","2015"
92,"vulsens_ID_92","ID","ID_COUNTY","RMS_KEY_OCC_SFD",410,427,"OCC","SFD"
93,"vulsens_ID_93","ID","ID_COUNTY","RMS_KEY_OCC_MFD",515,370,"OCC","MFD"
94,"vulsens_ID_94","ID","ID_COUNTY","RMS_KEY_OCC_MFD",409,413,"OCC","MFD"
95,"vulsens_ID_95","ID","ID_COUNTY","RMS_KEY_OCC_COM",622,493,"OCC","COM"
96,"vulsens_ID_96","ID","ID_COUNTY","RMS_KEY_OCC_COM",633,540,"OCC","COM"
97,"vulsens_ID_97","ID","ID_COUNTY","RMS_KEY_OCC_Unk",251,230,"OCC","Unk"
98,"vulsens_ID_98","ID","ID_COUNTY","RMS_KEY_OCC_Unk",170,173,"OCC","Unk"
99,"vulsens_ID_99","ID","ID_COUNTY","RMS_KEY_OCC_IND",742,609,"OCC","IND"
100,"vulsens_ID_100","ID","ID_COUNTY","RMS_KEY_OCC_IND",448,241,"OCC","IND"
1,"vulsens_IL_1","IL","IL_COUNTY","RMS_KEY_CC_Auto",832,488,"CC","Auto"
2,"vulsens_IL_2","IL","IL_COUNTY","RMS_KEY_CC_Auto",343,381,"CC","Auto"
3,"vulsens_IL_3","IL","IL_COUNTY","RMS_KEY_CC_MH",409,463,"CC","MH"
4,"vulsens_IL_4","IL","IL_COUNTY","RMS_KEY_CC_MH",599,478,"CC","MH"
5,"vulsens_IL_5","IL","IL_COUNTY","RMS_KEY_CC_LM",331,151,"CC","LM"
6,"vulsens_IL_6","IL","IL_COUNTY","RMS_KEY_CC_LM",221,278,"CC","LM"
7,"vulsens_IL_7","IL","IL_COUNTY","RMS_KEY_CC_Wood",361,416,"CC","Wood"
8,"vulsens_IL_8","IL","IL_COUNTY","RMS_KEY_CC_Wood",1003,756,"CC","Wood"
9,"vulsens_IL_9","IL","IL_COUNTY","RMS_KEY_CC_Unk",190,146,"CC","Unk"
10,"vulsens_IL_10","IL","IL_COUNTY","RMS_KEY_CC_Unk",688,543,"CC","Unk"
11,"vulsens_IL_11","IL","IL_COUNTY","RMS_KEY_CC_Masonry",582,495,"CC","Masonry"
12,"vulsens_IL_12","IL","IL_COUNTY","RMS_KEY_CC_Masonry",608,303,"CC","Masonry"
13,"vulsens_IL_13","IL","IL_COUNTY","RMS_KEY_CC_Steel",621,308,"CC","Steel"
14,"vulsens_IL_14","IL","IL_COUNTY","RMS_KEY_CC_Steel",302,142,"CC","Steel"
15,"vulsens_IL_15","IL","IL_COUNTY","RMS_KEY_CC_RC",829,473,"CC","RC"
16,"vulsens_IL_16","IL","IL_COUNTY","RMS_KEY_CC_RC",455,385,"CC","RC"
17,"vulsens_IL_17","IL","IL_COUNTY","RMS_KEY_CC_COM_Auto",738,461,"CC_COM","Auto"
18,"vulsens_IL_18","IL","IL_COUNTY","RMS_KEY_CC_COM_Auto",890,505,"CC_COM","Auto"
19,"vulsens_IL_19","IL","IL_COUNTY","RMS_KEY_CC_COM_MH",496,387,"CC_COM","MH"
20,"vulsens_IL_20","IL","IL_COUNTY","RMS_KEY_CC_COM_MH",469,480,"CC_COM","MH"
21,"vulsens_IL_21","IL","IL_COUNTY","RMS_KEY_CC_COM_LM",697,668,"CC_COM","LM"
22,"vulsens_IL_22","IL","IL_COUNTY","RMS_KEY_CC_COM_LM",405,185,"CC_COM","LM"
23,"vulsens_IL_23","IL","IL_COUNTY","RMS_KEY_CC_COM_Wood",281,169,"CC_COM","Wood"
24,"vulsens_IL_24","IL","IL_COUNTY","RMS_KEY_CC_COM_Wood",555,453,"CC_COM","Wood"
25,"vulsens_IL_25","IL","IL_COUNTY","RMS_KEY_CC_COM_Unk",329,298,"CC_COM","Unk"
26,"vulsens_IL_26","IL","IL_COUNTY","RMS_KEY_CC_COM_Unk",182,155,"CC_COM","Unk"
27,"vulsens_IL_27","IL","IL_COUNTY","RMS_KEY_CC_COM_Masonry",384,586,"CC_COM","Masonry"
28,"vulsens_IL_28","IL","IL_COUNTY","RMS_KEY_CC_COM_Masonry",1112,706,"CC_COM","Masonry"
29,"vulsens_IL_29","IL","IL_COUNTY","RMS_KEY_CC_COM_Steel",742,483,"CC_COM","Steel"
30,"vulsens_IL_30","IL","IL_COUNTY","RMS_KEY_CC_COM_Steel",165,208,"CC_COM","Steel"
31,"vulsens_IL_31","IL","IL_COUNTY","RMS_KEY_CC_COM_RC",200,177,"CC_COM","RC"
32,"vulsens_IL_32","IL","IL_COUNTY","RMS_KEY_CC_COM_RC",847,1162,"CC_COM","RC"
33,"vulsens_IL_33","IL","IL_COUNTY","RMS_KEY_HT_SFD_1",522,654,"HT_SFD","1"
34,"vulsens_IL_34","IL","IL_COUNTY","RMS_KEY_HT_SFD_1",107,111,"HT_SFD","1"
35,"vulsens_IL_35","IL","IL_COUNTY","RMS_KEY_HT_SFD_Unk",898,562,"HT_SFD","Unk"
36,"vulsens_IL_36","IL","IL_COUNTY","RMS_KEY_HT_SFD_Unk",503,295,"HT_SFD","Unk"
37,"vulsens_IL_37","IL","IL_COUNTY","RMS_KEY_HT_SFD_2",645,380,"HT_SFD","2"
38,"vulsens_IL_38","IL","IL_COUNTY","RMS_KEY_HT_SFD_2",415,548,"HT_SFD","2"
39,"vulsens_IL_39","IL","IL_COUNTY","RMS_KEY_HT_COM_1",889,434,"HT_COM","1"
40,"vulsens_IL_40","IL","IL_COUNTY","RMS_KEY_HT_COM_1",130,128,"HT_COM","1"
41,"vulsens_IL_41","IL","IL_COUNTY","RMS_KEY_HT_COM_3",482,431,"HT_COM","3"
42,"vulsens_IL_42","IL","IL_COUNTY","RMS_KEY_HT_COM_3",978,1101,"HT_COM","3"
43,"vulsens_IL_43","IL","IL_COUNTY","RMS_KEY_HT_COM_Unk",168,214,"HT_COM","Unk"
44,"vulsens_IL_44","IL","IL_COUNTY","RMS_KEY_HT_COM_Unk",419,406,"HT_COM","Unk"
45,"vulsens_IL_45","IL","IL_COUNTY","RMS_KEY_HT_COM_5",686,470,"HT_COM","5"
46,"vulsens_IL_46","IL","IL_COUNTY","RMS_KEY_HT_COM_5",610,363,"HT_COM","5"
47,"vulsens_IL_47","IL","IL_COUNTY","RMS_KEY_HT_COM_7",283,325,"HT_COM","7"
48,"vulsens_IL_48","IL","IL_COUNTY","RMS_KEY_HT_COM_7",345,454,"HT_COM","7"
49,"vulsens_IL_49","IL","IL_COUNTY","RMS_KEY_HT_COM_10",778,627,"HT_COM","10"
50,"vulsens_IL_50","IL","IL_COUNTY","RMS_KEY_HT_COM_10",368,319,"HT_COM","10"
51,"vulsens_IL_51","IL","IL_COUNTY","RMS_KEY_HT_COM_15",343,513,"HT_COM","15"
52,"vulsens_IL_52","IL","IL_COUNTY","RMS_KEY_HT_COM_15",982,514,"HT_COM","15"
53,"vulsens_IL_53","IL","IL_COUNTY","RMS_KEY_HT_COM_20",204,166,"HT_COM","20"
54,"vulsens_IL_54","IL","IL_COUNTY","RMS_KEY_HT_COM_20",948,464,"HT_COM","20"
55,"vulsens_IL_55","IL","IL_COUNTY","RMS_KEY_YB_<1995",1098,939,"YB","<1995"
56,"vulsens_IL_56","IL","IL_COUNTY","RMS_KEY_YB_<1995",693,373,"YB","<1995"
57,"vulsens_IL_57","IL","IL_COUNTY","RMS_KEY_YB_Unk",479,285,"YB","Unk"
58,"vulsens_IL_58","IL","IL_COUNTY","RMS_KEY_YB_Unk",189,198,"YB","Unk"
59,"vulsens_IL_59","IL","IL_COUNTY","RMS_KEY_YB_1995",560,454,"YB","1995"
60,"vulsens_IL_60","IL","IL_COUNTY","RMS_KEY_YB_1995",283,269,"YB","1995"
61,"vulsens_IL_61","IL","IL_COUNTY","RMS_KEY_YB_2000",894,627,"YB","2000"
62,"vulsens_IL_62","IL","IL_COUNTY","RMS_KEY_YB_2000",1184,902,"YB","2000"
63,"vulsens_IL_63","IL","IL_COUNTY","RMS_KEY_YB_2005",626,471,"YB","2005"
64,"vulsens_IL_64","IL","IL_COUNTY","RMS_KEY_YB_2005",1492,941,"YB","2005"
65,"vulsens_IL_65","IL","IL_COUNTY","RMS_KEY_YB_2010",593,339,"YB","2010"
66,"vulsens_IL_66","IL","IL_COUNTY","RMS_KEY_YB_2010",433,331,"YB","2010"
67,"vulsens_IL_67","IL","IL_COUNTY","RMS_KEY_YB_2015",602,457,"YB","2015"
68,"vulsens_IL_68","IL","IL_COUNTY","RMS_KEY_YB_2015",271,287,"YB","2015"
92,"vulsens_IL_92","IL","IL_COUNTY","RMS_KEY_OCC_SFD",415,435,"OCC","SFD"
93,"vulsens_IL_93","IL","IL_COUNTY","RMS_KEY_OCC_MFD",499,335,"OCC","MFD"
94,"vulsens_IL_94","IL","IL_COUNTY","RMS_KEY_OCC_MFD",353,436,"OCC","MFD"
95,"vulsens_IL_95","IL","IL_COUNTY","RMS_KEY_OCC_COM",660,501,"OCC","COM"
96,"vulsens_IL_96","IL","IL_COUNTY","RMS_KEY_OCC_COM",583,527,"OCC","COM"
97,"vulsens_IL_97","IL","IL_COUNTY","RMS_KEY_OCC_Unk",257,224,"OCC","Unk"
98,"vulsens_IL_98","IL","IL_COUNTY","RMS_KEY_OCC_Unk",118,181,"OCC","Unk"
99,"vulsens_IL_99","IL","IL_COUNTY","RMS_KEY_OCC_IND",742,607,"OCC","IND"
100,"vulsens_IL_100","IL","IL_COUNTY","RMS_KEY_OCC_IND",459,266,"OCC","IND"
1,"vulsens_IN_1","IN","IN_COUNTY","RMS_KEY_CC_Auto",814,446,"CC","Auto"
2,"vulsens_IN_2","IN","IN_COUNTY","RMS_KEY_CC_Auto",398,352,"CC","Auto"
3,"vulsens_IN_3","IN","IN_COUNTY","RMS_KEY_CC_MH",465,439,"CC","MH"
4,"vulsens_IN_4","IN","IN_COUNTY","RMS_KEY_CC_MH",558,469,"CC","MH"
5,"vulsens_IN_5","IN","IN_COUNTY","RMS_KEY_CC_LM",250,166,"CC","LM"
6,"vulsens_IN_6","IN","IN_COUNTY","RMS_KEY_CC_LM",217,276,"CC","LM"
7,"vulsens_IN_7","IN","IN_COUNTY","RMS_KEY_CC_Wood",387,346,"CC","Wood"
8,"vulsens_IN_8","IN","IN_COUNTY","RMS_KEY_CC_Wood",992,716,"CC","Wood"
9,"vulsens_IN_9","IN","IN_COUNTY","RMS_KEY_CC_Unk",144,169,"CC","Unk"
10,"vulsens_IN_10","IN","IN_COUNTY","RMS_KEY_CC_Unk",690,512,"CC","Unk"
11,"vulsens_IN_11","IN","IN_COUNTY","RMS_KEY_CC_Masonry",587,507,"CC","Masonry"
12,"vulsens_IN_12","IN","IN_COUNTY","RMS_KEY_CC_Masonry",659,336,"CC","Masonry"
13,"vulsens_IN_13","IN","IN_COUNTY","RMS_KEY_CC_Steel",593,288,"CC","Steel"
14,"vulsens_IN_14","IN","IN_COUNTY","RMS_KEY_CC_Steel",331,166,"CC","Steel"
