LOCNUM,LOCNAME,STATECODE,COUNTY,CC_OCC_HT_YB_FA,HDv1,RLv25,Classification,Description
243,vulsens_0243,MN,AL_COUNTY,RMS_KEY_OCC_COM,335.216258,214.620756,YB,Unk
244,vulsens_0244,AZ,MN_COUNTY,RMS_KEY_YB_COM_<1995,662.495715,187.81861,YB,Unk
245,vulsens_0245,FL,CA_COUNTY,RMS_KEY_HT_COM_5,239.990214,459.488697,YB_COM,2010
246,vulsens_0246,CA,AZ_COUNTY,RMS_KEY_YB_2005,330.553812,711.157166,CC,15
247,vulsens_0247,MD,TX_COUNTY,RMS_KEY_CC_Unk,375.491347,367.598268,YB_COM,Unk
248,vulsens_0248,AZ,MD_COUNTY,RMS_KEY_FA_COM_5000,262.91584,334.360808,HT_COM,2
249,vulsens_0249,NY,AL_COUNTY,RMS_KEY_FA_COM_Unk,1192.173458,514.536263,YB_COM,2020
250,vulsens_0250,NY,FL_COUNTY,RMS_KEY_YB_COM_2010,552.873028,774.191898,YB,5
251,vulsens_0251,IL,NY_COUNTY,RMS_KEY_CC_COM_Masonry,186.358051,773.925249,HT_COM,2015
252,vulsens_0252,IL,AZ_COUNTY,RMS_KEY_FA_SFD_1000,286.156221,463.77252,YB_COM,2025
253,vulsens_0253,MD,AL_COUNTY,RMS_KEY_FA_COM_20000,160.066829,427.797092,YB_COM,2000
254,vulsens_0254,AZ,TX_COUNTY,RMS_KEY_HT_SFD_1,751.102502,491.754335,CC_COM,Wood
255,vulsens_0255,FL,CO_COUNTY,RMS_KEY_CC_COM_MH,833.179341,527.228875,HT_COM,2020
256,vulsens_0256,CO,NY_COUNTY,RMS_KEY_YB_COM_2000,2337.660474,403.506451,YB,2000
257,vulsens_0257,FL,AZ_COUNTY,RMS_KEY_HT_SFD_Unk,376.146222,345.074896,HT_COM,10
258,vulsens_0258,AZ,TX_COUNTY,RMS_KEY_YB_2010,537.176335,291.444868,FA_COM,LM
259,vulsens_0259,AL,FL_COUNTY,RMS_KEY_FA_COM_30000,508.126197,323.17817,YB,Auto
260,vulsens_0260,MN,TX_COUNTY,RMS_KEY_YB_2010,451.948774,469.79269,FA_SFD,SFD
261,vulsens_0261,CA,CO_COUNTY,RMS_KEY_OCC_Unk,320.386827,285.186722,YB,Unk
262,vulsens_0262,CO,IL_COUNTY,RMS_KEY_FA_COM_Unk,456.964168,323.372623,CC_COM,1
263,vulsens_0263,TX,CO_COUNTY,RMS_KEY_HT_COM_3,802.913557,1096.372284,YB_COM,COM
264,vulsens_0264,TX,AZ_COUNTY,RMS_KEY_YB_2020,1017.359759,298.731693,YB_COM,Unk
265,vulsens_0265,IL,CA_COUNTY,RMS_KEY_FA_COM_Unk,313.492837,813.764958,YB,2010
266,vulsens_0266,MD,NY_COUNTY,RMS_KEY_YB_2025,220.134196,726.770773,CC,2005
267,vulsens_0267,TX,MN_COUNTY,RMS_KEY_CC_Auto,785.379918,661.693297,FA_SFD,Steel
268,vulsens_0268,NY,MN_COUNTY,RMS_KEY_CC_COM_MH,1215.796548,887.152276,HT_SFD,MFD
269,vulsens_0269,CO,CO_COUNTY,RMS_KEY_FA_COM_25000,881.118982,237.647286,FA_SFD,Masonry
270,vulsens_0270,TX,AL_COUNTY,RMS_KEY_YB_2025,665.906579,352.149252,FA_SFD,2025
271,vulsens_0271,CA,AZ_COUNTY,RMS_KEY_FA_SFD_2000,592.599679,378.32275,FA_SFD,5000
272,vulsens_0272,AZ,MD_COUNTY,RMS_KEY_YB_COM_2025,644.108753,545.094406,OCC,Unk
273,vulsens_0273,NY,MD_COUNTY,RMS_KEY_YB_<1995,711.563502,995.283332,OCC,2025
274,vulsens_0274,NY,TX_COUNTY,RMS_KEY_CC_MH,684.714243,224.694732,YB_COM,Unk
275,vulsens_0275,NY,AZ_COUNTY,RMS_KEY_CC_LM,308.52186,490.733176,HT_SFD,3
276,vulsens_0276,IL,MN_COUNTY,RMS_KEY_FA_SFD_3000,367.707784,1111.181607,YB,Masonry
277,vulsens_0277,MN,AZ_COUNTY,RMS_KEY_YB_2025,1068.684522,204.652647,CC_COM,1
278,vulsens_0278,MD,FL_COUNTY,RMS_KEY_YB_COM_1995,695.615026,250.218177,CC,2
279,vulsens_0279,AZ,NY_COUNTY,RMS_KEY_HT_SFD_1,446.797276,222.363024,YB,2020
280,vulsens_0280,MD,MN_COUNTY,RMS_KEY_CC_COM_MH,833.528166,125.940795,CC,Unk
281,vulsens_0281,TX,CA_COUNTY,RMS_KEY_FA_SFD_Unk,207.470314,380.532256,YB,Wood
282,vulsens_0282,TX,CA_COUNTY,RMS_KEY_OCC_COM,398.684461,1088.748279,CC,Auto
283,vulsens_0283,IL,MD_COUNTY,RMS_KEY_HT_SFD_Unk,203.22177,1050.601387,CC,Auto
284,vulsens_0284,AL,MN_COUNTY,RMS_KEY_HT_COM_20,620.366139,1825.869638,YB_COM,RC
285,vulsens_0285,NY,CA_COUNTY,RMS_KEY_HT_SFD_2,700.465576,487.140114,FA_SFD,15000
286,vulsens_0286,AZ,MD_COUNTY,RMS_KEY_FA_SFD_2000,391.878507,777.643567,OCC,30000
287,vulsens_0287,TX,AZ_COUNTY,RMS_KEY_YB_2005,389.277644,881.077584,OCC,5
288,vulsens_0288,MN,IL_COUNTY,RMS_KEY_CC_COM_MH,439.204263,447.982334,OCC,30000
289,vulsens_0289,TX,MD_COUNTY,RMS_KEY_HT_COM_15,454.650469,171.888234,FA_COM,1
290,vulsens_0290,TX,FL_COUNTY,RMS_KEY_OCC_MFD,243.403356,578.009696,CC_COM,Unk
291,vulsens_0291,MN,CA_COUNTY,RMS_KEY_YB_1995,694.653011,470.354522,CC,Steel
292,vulsens_0292,MN,NY_COUNTY,RMS_KEY_CC_Steel,430.087422,224.117748,YB_COM,20
293,vulsens_0293,AZ,MD_COUNTY,RMS_KEY_YB_2020,787.384207,189.251652,FA_SFD,Unk
294,vulsens_0294,AL,TX_COUNTY,RMS_KEY_HT_COM_1,568.012002,341.898957,CC,Masonry
295,vulsens_0295,NY,FL_COUNTY,RMS_KEY_YB_2005,477.110664,290.017657,HT_COM,Masonry
296,vulsens_0296,MN,NY_COUNTY,RMS_KEY_YB_COM_2000,811.639041,516.843366,HT_SFD,Unk
297,vulsens_0297,MN,AL_COUNTY,RMS_KEY_HT_COM_3,968.048578,403.19612,YB,Wood
298,vulsens_0298,IL,MN_COUNTY,RMS_KEY_YB_COM_2000,454.011871,558.90705,FA_COM,30000
299,vulsens_0299,NY,NY_COUNTY,RMS_KEY_FA_SFD_Unk,1034.280866,114.493499,CC_COM,Steel
300,vulsens_0300,CA,CA_COUNTY,RMS_KEY_OCC_Unk,288.132135,764.203062,CC,5000
301,vulsens_0301,MN,MD_COUNTY,RMS_KEY_YB_2000,705.921454,356.680943,FA_COM,2005
302,vulsens_0302,IL,TX_COUNTY,RMS_KEY_CC_Unk,494.263459,726.742639,HT_COM,2015
303,vulsens_0303,AL,MN_COUNTY,RMS_KEY_OCC_SFD,359.868501,625.25043,YB_COM,1
304,vulsens_0304,FL,CA_COUNTY,RMS_KEY_YB_2015,196.560124,860.617933,FA_SFD,2025
305,vulsens_0305,FL,AZ_COUNTY,RMS_KEY_CC_COM_LM,597.113964,347.842524,CC,Unk
306,vulsens_0306,AZ,TX_COUNTY,RMS_KEY_OCC_Unk,722.432121,971.100306,YB,Unk
307,vulsens_0307,CA,AZ_COUNTY,RMS_KEY_HT_SFD_Unk,513.070677,513.551959,HT_COM,1995
308,vulsens_0308,TX,AZ_COUNTY,RMS_KEY_YB_2015,193.546842,327.091657,OCC,1995
309,vulsens_0309,FL,TX_COUNTY,RMS_KEY_YB_2005,585.701297,383.200594,YB_COM,10
310,vulsens_0310,TX,AZ_COUNTY,RMS_KEY_CC_COM_Steel,544.064812,587.507639,YB_COM,Unk
311,vulsens_0311,MD,MD_COUNTY,RMS_KEY_FA_COM_30000,473.622456,734.956753,OCC,Unk
312,vulsens_0312,IL,FL_COUNTY,RMS_KEY_YB_2025,913.311121,685.907956,YB_COM,2010
313,vulsens_0313,NY,AL_COUNTY,RMS_KEY_YB_2010,446.704791,722.420628,CC_COM,1000
314,vulsens_0314,MN,MD_COUNTY,RMS_KEY_HT_COM_1,269.01154,261.077356,HT_SFD,2000
315,vulsens_0315,AL,CO_COUNTY,RMS_KEY_HT_SFD_1,698.652079,342.817718,CC_COM,5000
316,vulsens_0316,CO,IL_COUNTY,RMS_KEY_FA_COM_25000,931.773549,845.19329,YB,10000
317,vulsens_0317,TX,FL_COUNTY,RMS_KEY_CC_COM_Auto,1058.089194,317.740067,CC_COM,SFD
318,vulsens_0318,TX,MD_COUNTY,RMS_KEY_OCC_Unk,304.949022,724.319271,FA_COM,1
319,vulsens_0319,NY,MD_COUNTY,RMS_KEY_OCC_COM,169.413339,289.435277,FA_SFD,Unk
320,vulsens_0320,AZ,AL_COUNTY,RMS_KEY_CC_MH,479.098506,309.709397,FA_SFD,SFD
321,vulsens_0321,MN,FL_COUNTY,RMS_KEY_YB_COM_Unk,979.651036,242.772545,HT_COM,1
322,vulsens_0322,TX,MD_COUNTY,RMS_KEY_YB_COM_2000,305.222653,544.173366,FA_COM,COM
323,vulsens_0323,CA,CO_COUNTY,RMS_KEY_OCC_IND,1201.917225,804.111859,YB_COM,30000
324,vulsens_0324,NY,MD_COUNTY,RMS_KEY_HT_COM_20,394.512997,594.585925,YB_COM,2005
325,vulsens_0325,MN,TX_COUNTY,RMS_KEY_YB_<1995,452.91274,267.463182,FA_SFD,10000
326,vulsens_0326,MN,NY_COUNTY,RMS_KEY_FA_COM_25000,722.563486,320.44353,HT_SFD,Unk
327,vulsens_0327,IL,AL_COUNTY,RMS_KEY_OCC_Unk,498.042252,264.627603,YB,2000
328,vulsens_0328,CA,CA_COUNTY,RMS_KEY_CC_COM_MH,408.187002,479.778619,YB_COM,1000
329,vulsens_0329,AL,TX_COUNTY,RMS_KEY_CC_LM,316.871796,462.798886,YB,2015
330,vulsens_0330,IL,CO_COUNTY,RMS_KEY_HT_COM_10,1063.48047,673.440578,HT_COM,COM
331,vulsens_0331,AL,NY_COUNTY,RMS_KEY_FA_SFD_5000,418.158585,236.584938,CC_COM,Unk
332,vulsens_0332,NY,MD_COUNTY,RMS_KEY_YB_2025,384.754986,603.413828,HT_SFD,1000
333,vulsens_0333,NY,CO_COUNTY,RMS_KEY_CC_COM_LM,659.204604,728.946083,FA_COM,5000
334,vulsens_0334,TX,MD_COUNTY,RMS_KEY_HT_COM_1,676.545566,416.423198,YB_COM,Steel
335,vulsens_0335,TX,CA_COUNTY,RMS_KEY_YB_COM_2015,413.366494,221.988805,HT_COM,15
336,vulsens_0336,MN,CO_COUNTY,RMS_KEY_YB_COM_2010,451.275085,533.607039,HT_SFD,10
337,vulsens_0337,AZ,NY_COUNTY,RMS_KEY_HT_SFD_1,511.82059,419.65412,FA_SFD,7
338,vulsens_0338,CO,IL_COUNTY,RMS_KEY_CC_Steel,587.609425,340.028181,HT_SFD,Unk
339,vulsens_0339,TX,CA_COUNTY,RMS_KEY_OCC_Unk,394.952555,780.500937,CC,COM
340,vulsens_0340,AL,FL_COUNTY,RMS_KEY_CC_COM_Wood,349.225906,281.850472,OCC,Unk
341,vulsens_0341,AZ,AZ_COUNTY,RMS_KEY_CC_Steel,484.727065,694.222989,CC,COM
342,vulsens_0342,IL,IL_COUNTY,RMS_KEY_OCC_IND,479.449557,256.298867,YB_COM,2015
343,vulsens_0343,AL,CA_COUNTY,RMS_KEY_YB_COM_2020,591.310134,311.427175,FA_SFD,Auto
344,vulsens_0344,AL,AL_COUNTY,RMS_KEY_YB_<1995,636.063447,516.456033,CC,COM
345,vulsens_0345,MN,IL_COUNTY,RMS_KEY_YB_COM_2020,876.116242,399.506739,CC_COM,20
346,vulsens_0346,CO,MD_COUNTY,RMS_KEY_HT_COM_15,275.915693,301.805749,OCC,IND
347,vulsens_0347,CO,CA_COUNTY,RMS_KEY_HT_COM_10,525.074241,339.87111,YB,Wood
348,vulsens_0348,MN,FL_COUNTY,RMS_KEY_HT_SFD_Unk,408.498307,538.046879,YB,Unk
349,vulsens_0349,TX,FL_COUNTY,RMS_KEY_YB_2000,772.072447,357.619443,YB,Unk
350,vulsens_0350,AL,CA_COUNTY,RMS_KEY_CC_Unk,681.161473,163.595586,CC_COM,2020
351,vulsens_0351,FL,NY_COUNTY,RMS_KEY_CC_COM_LM,381.147635,756.947124,CC,COM
352,vulsens_0352,IL,TX_COUNTY,RMS_KEY_YB_COM_2005,449.799154,188.772235,YB_COM,Unk
353,vulsens_0353,TX,MN_COUNTY,RMS_KEY_CC_Masonry,594.880005,351.996955,HT_SFD,Unk
354,vulsens_0354,AL,NY_COUNTY,RMS_KEY_YB_COM_<1995,233.853057,351.101258,YB,LM
355,vulsens_0355,FL,MN_COUNTY,RMS_KEY_FA_SFD_5000,430.058141,332.269934,CC_COM,Unk
356,vulsens_0356,AL,CA_COUNTY,RMS_KEY_HT_COM_1,444.598898,580.331569,CC_COM,1
357,vulsens_0357,MN,NY_COUNTY,RMS_KEY_YB_1995,413.484174,810.989726,CC_COM,Unk
358,vulsens_0358,AZ,MN_COUNTY,RMS_KEY_FA_SFD_1000,619.200323,679.04709,HT_COM,RC
359,vulsens_0359,NY,AL_COUNTY,RMS_KEY_HT_COM_15,358.916025,176.475829,HT_COM,Unk
360,vulsens_0360,CA,IL_COUNTY,RMS_KEY_YB_COM_2015,370.826951,309.746034,CC,1
361,vulsens_0361,IL,IL_COUNTY,RMS_KEY_YB_COM_2025,669.773051,822.893438,HT_COM,1995
362,vulsens_0362,CA,TX_COUNTY,RMS_KEY_FA_SFD_7500,367.652827,372.357445,FA_SFD,2015
363,vulsens_0363,NY,TX_COUNTY,RMS_KEY_CC_COM_LM,188.985903,209.701493,CC_COM,<1995
364,vulsens_0364,CO,AZ_COUNTY,RMS_KEY_FA_SFD_3000,345.27787,246.009888,CC_COM,2000
365,vulsens_0365,MD,MN_COUNTY,RMS_KEY_HT_COM_Unk,553.879151,475.499599,YB_COM,2010
366,vulsens_0366,FL,AL_COUNTY,RMS_KEY_CC_COM_Unk,1079.996546,255.013431,CC_COM,1
367,vulsens_0367,TX,FL_COUNTY,RMS_KEY_CC_COM_LM,270.580944,284.154172,YB,20000
368,vulsens_0368,IL,MD_COUNTY,RMS_KEY_FA_COM_20000,917.161212,187.1047,YB,<1995
369,vulsens_0369,MD,NY_COUNTY,RMS_KEY_YB_COM_<1995,660.756489,200.09347,CC_COM,2010
370,vulsens_0370,FL,CO_COUNTY,RMS_KEY_YB_COM_2000,430.980323,221.809508,YB,5000
371,vulsens_0371,IL,AZ_COUNTY,RMS_KEY_CC_Masonry,408.073854,398.566524,CC,LM
372,vulsens_0372,TX,AL_COUNTY,RMS_KEY_OCC_SFD,557.969588,1128.708328,CC,Auto
373,vulsens_0373,FL,IL_COUNTY,RMS_KEY_HT_SFD_Unk,905.361174,264.461337,YB,1995
374,vulsens_0374,NY,MN_COUNTY,RMS_KEY_FA_COM_30000,793.543981,661.257694,YB_COM,Steel
375,vulsens_0375,IL,AL_COUNTY,RMS_KEY_FA_SFD_3000,588.137071,1085.080278,FA_COM,2010
376,vulsens_0376,CO,CO_COUNTY,RMS_KEY_YB_COM_2020,919.64663,307.803752,FA_SFD,20
377,vulsens_0377,MD,IL_COUNTY,RMS_KEY_HT_COM_15,1087.462885,541.401595,HT_SFD,7
378,vulsens_0378,NY,AZ_COUNTY,RMS_KEY_CC_COM_Wood,537.323327,436.181654,CC_COM,1
379,vulsens_0379,AZ,NY_COUNTY,RMS_KEY_FA_COM_Unk,1424.034619,509.468437,FA_SFD,5
380,vulsens_0380,AZ,CA_COUNTY,RMS_KEY_OCC_Unk,286.387057,302.8982,CC,Wood
381,vulsens_0381,TX,FL_COUNTY,RMS_KEY_YB_COM_2010,2428.712475,399.082595,CC_COM,IND
382,vulsens_0382,TX,FL_COUNTY,RMS_KEY_CC_Unk,1252.694397,265.937777,CC_COM,2
383,vulsens_0383,TX,NY_COUNTY,RMS_KEY_YB_2010,273.246799,232.352594,FA_COM,2015
384,vulsens_0384,FL,CA_COUNTY,RMS_KEY_CC_Masonry,840.895886,291.898651,YB,10
385,vulsens_0385,MN,CO_COUNTY,RMS_KEY_YB_COM_1995,289.131502,248.098724,OCC,Steel
386,vulsens_0386,AZ,IL_COUNTY,RMS_KEY_YB_COM_<1995,475.635308,138.774816,FA_SFD,IND
387,vulsens_0387,CO,AL_COUNTY,RMS_KEY_FA_SFD_3000,1487.59274,807.456568,YB_COM,Unk
388,vulsens_0388,CA,TX_COUNTY,RMS_KEY_YB_2020,603.696969,288.154775,YB_COM,MFD
389,vulsens_0389,TX,NY_COUNTY,RMS_KEY_YB_2025,328.599036,246.61074,HT_COM,Unk
390,vulsens_0390,MN,AL_COUNTY,RMS_KEY_FA_COM_Unk,471.558342,334.755217,FA_COM,2020
391,vulsens_0391,FL,CA_COUNTY,RMS_KEY_HT_SFD_2,327.214211,353.38587,HT_SFD,1995
392,vulsens_0392,TX,FL_COUNTY,RMS_KEY_YB_COM_<1995,299.737336,632.050284,FA_COM,10000
393,vulsens_0393,NY,AZ_COUNTY,RMS_KEY_FA_COM_20000,2254.134938,680.406466,OCC,Unk
394,vulsens_0394,NY,CO_COUNTY,RMS_KEY_FA_COM_10000,262.265233,285.677512,YB,Steel
395,vulsens_0395,AZ,FL_COUNTY,RMS_KEY_CC_Masonry,759.620967,1751.013424,CC,Masonry
396,vulsens_0396,CA,AL_COUNTY,RMS_KEY_CC_Masonry,1069.655254,508.307827,FA_COM,Unk
397,vulsens_0397,AL,MN_COUNTY,RMS_KEY_YB_1995,1109.879906,410.998644,FA_COM,1
398,vulsens_0398,IL,AZ_COUNTY,RMS_KEY_CC_COM_Steel,798.339389,343.832346,CC_COM,COM
399,vulsens_0399,CA,FL_COUNTY,RMS_KEY_YB_2020,869.745542,557.036503,OCC,<1995
400,vulsens_0400,IL,CO_COUNTY,RMS_KEY_FA_SFD_5000,522.645827,355.730958,OCC,20000
401,vulsens_0401,TX,CO_COUNTY,RMS_KEY_FA_SFD_1000,1061.422112,325.181102,FA_SFD,Auto
402,vulsens_0402,FL,CO_COUNTY,RMS_KEY_OCC_SFD,1164.654837,363.511295,CC_COM,15000
403,vulsens_0403,IL,MD_COUNTY,RMS_KEY_FA_SFD_7500,269.001836,538.835267,YB_COM,7
404,vulsens_0404,CA,CO_COUNTY,RMS_KEY_YB_<1995,422.985389,1679.61125,OCC,2010
405,vulsens_0405,MN,MD_COUNTY,RMS_KEY_YB_2015,313.300828,361.651654,FA_COM,Unk
406,vulsens_0406,TX,FL_COUNTY,RMS_KEY_HT_COM_10,1628.164987,213.617847,OCC,Unk
407,vulsens_0407,FL,MD_COUNTY,RMS_KEY_YB_2025,402.874498,537.892004,YB,1000
408,vulsens_0408,MD,AZ_COUNTY,RMS_KEY_FA_COM_25000,586.161609,197.16891,CC_COM,MFD
409,vulsens_0409,MN,NY_COUNTY,RMS_KEY_YB_2015,212.724767,278.32386,FA_COM,15
410,vulsens_0410,NY,MD_COUNTY,RMS_KEY_CC_Masonry,856.835303,230.718135,YB_COM,LM
411,vulsens_0411,NY,AL_COUNTY,RMS_KEY_YB_2025,123.359254,330.220384,HT_COM,2020
412,vulsens_0412,TX,AL_COUNTY,RMS_KEY_FA_COM_25000,410.222874,244.683395,YB_COM,1995
413,vulsens_0413,CA,MN_COUNTY,RMS_KEY_CC_Steel,252.169705,565.11191,HT_SFD,Unk
414,vulsens_0414,AL,IL_COUNTY,RMS_KEY_YB_COM_2020,397.250277,691.606673,HT_SFD,1
415,vulsens_0415,AL,FL_COUNTY,RMS_KEY_HT_COM_15,187.123628,593.64749,CC_COM,2015
416,vulsens_0416,TX,FL_COUNTY,RMS_KEY_FA_COM_15000,977.712395,892.953133,CC_COM,3
417,vulsens_0417,TX,CA_COUNTY,RMS_KEY_YB_COM_1995,772.451499,390.54671,YB,2025
418,vulsens_0418,CO,TX_COUNTY,RMS_KEY_FA_COM_5000,541.80626,321.670353,CC_COM,7500
419,vulsens_0419,CA,FL_COUNTY,RMS_KEY_HT_SFD_Unk,482.392835,281.08875,YB,7500
420,vulsens_0420,AZ,NY_COUNTY,RMS_KEY_FA_COM_15000,169.108769,383.706632,OCC,30000
421,vulsens_0421,CA,MD_COUNTY,RMS_KEY_HT_COM_1,672.866543,382.257339,CC_COM,3
422,vulsens_0422,AL,IL_COUNTY,RMS_KEY_CC_RC,918.922633,254.064325,HT_COM,IND
423,vulsens_0423,MN,AZ_COUNTY,RMS_KEY_CC_COM_RC,582.911458,958.139543,CC_COM,7500
424,vulsens_0424,TX,AZ_COUNTY,RMS_KEY_CC_Wood,688.652689,507.091623,HT_SFD,7500
425,vulsens_0425,AL,MD_COUNTY,RMS_KEY_YB_COM_1995,280.932829,239.274198,CC_COM,Wood
426,vulsens_0426,IL,MN_COUNTY,RMS_KEY_CC_Wood,555.169293,426.427206,HT_COM,MH
427,vulsens_0427,MN,MD_COUNTY,RMS_KEY_HT_COM_15,666.702111,286.260731,YB,2
428,vulsens_0428,CA,IL_COUNTY,RMS_KEY_YB_COM_2020,368.001921,275.513966,CC,2000
429,vulsens_0429,FL,NY_COUNTY,RMS_KEY_YB_COM_2025,443.029134,511.765868,FA_COM,Auto
430,vulsens_0430,AL,MD_COUNTY,RMS_KEY_YB_<1995,346.861924,487.981417,HT_COM,Unk
431,vulsens_0431,IL,IL_COUNTY,RMS_KEY_CC_Steel,673.596026,541.139534,HT_COM,<1995
432,vulsens_0432,TX,CA_COUNTY,RMS_KEY_CC_RC,637.049761,175.89668,HT_SFD,10000
433,vulsens_0433,CO,TX_COUNTY,RMS_KEY_CC_Steel,607.515264,306.401211,FA_COM,5000
434,vulsens_0434,MD,FL_COUNTY,RMS_KEY_OCC_IND,477.010914,319.578825,CC,COM
435,vulsens_0435,FL,AL_COUNTY,RMS_KEY_CC_Steel,621.524948,399.459985,CC_COM,Masonry
436,vulsens_0436,CO,MN_COUNTY,RMS_KEY_YB_COM_2020,460.292766,326.501984,CC,RC
437,vulsens_0437,FL,MN_COUNTY,RMS_KEY_YB_2000,640.712803,426.680721,CC,Masonry
438,vulsens_0438,MD,MD_COUNTY,RMS_KEY_YB_Unk,1024.068103,421.025894,FA_SFD,7500
439,vulsens_0439,FL,TX_COUNTY,RMS_KEY_FA_COM_15000,753.372258,455.608986,YB,Unk
440,vulsens_0440,CO,CA_COUNTY,RMS_KEY_HT_COM_7,314.052819,812.318964,YB_COM,<1995
441,vulsens_0441,AL,CO_COUNTY,RMS_KEY_HT_COM_5,1109.457905,180.005921,CC_COM,1
442,vulsens_0442,IL,FL_COUNTY,RMS_KEY_OCC_MFD,1001.266513,447.657603,HT_COM,2020
443,vulsens_0443,CO,MD_COUNTY,RMS_KEY_FA_COM_20000,366.979257,986.449861,CC,20
444,vulsens_0444,AL,IL_COUNTY,RMS_KEY_OCC_COM,734.06389,258.888512,FA_COM,2000
445,vulsens_0445,CA,NY_COUNTY,RMS_KEY_YB_2005,508.282384,412.343117,CC,MFD
446,vulsens_0446,IL,IL_COUNTY,RMS_KEY_OCC_COM,586.127317,515.6856,FA_SFD,Masonry
447,vulsens_0447,MD,IL_COUNTY,RMS_KEY_YB_COM_Unk,334.491619,542.730763,YB,1
448,vulsens_0448,AL,AL_COUNTY,RMS_KEY_OCC_Unk,610.072559,136.461666,CC_COM,1
449,vulsens_0449,TX,AL_COUNTY,RMS_KEY_FA_SFD_1000,523.812425,310.094174,YB,30000
450,vulsens_0450,NY,CA_COUNTY,RMS_KEY_OCC_SFD,1068.879135,400.22658,FA_SFD,2015
451,vulsens_0451,TX,FL_COUNTY,RMS_KEY_CC_COM_Wood,441.142905,352.223606,HT_COM,Unk
452,vulsens_0452,IL,CO_COUNTY,RMS_KEY_CC_Unk,389.535512,383.811306,CC_COM,5000
453,vulsens_0453,AL,CO_COUNTY,RMS_KEY_YB_COM_2020,1021.252713,439.284023,YB_COM,2010
454,vulsens_0454,CO,CA_COUNTY,RMS_KEY_HT_COM_Unk,659.452502,317.511734,FA_COM,Unk
455,vulsens_0455,NY,CA_COUNTY,RMS_KEY_YB_2025,640.982781,377.292976,CC,Steel
456,vulsens_0456,AL,IL_COUNTY,RMS_KEY_CC_COM_MH,1028.356237,597.517341,FA_SFD,Auto
457,vulsens_0457,MN,TX_COUNTY,RMS_KEY_CC_MH,370.109448,235.814926,CC_COM,10000
458,vulsens_0458,IL,MN_COUNTY,RMS_KEY_FA_SFD_3000,544.487086,276.414919,HT_SFD,Steel
459,vulsens_0459,AL,TX_COUNTY,RMS_KEY_YB_COM_2005,564.417834,100.591692,CC,15
460,vulsens_0460,TX,MD_COUNTY,RMS_KEY_FA_SFD_3000,430.624269,370.191441,HT_SFD,Unk
461,vulsens_0461,IL,TX_COUNTY,RMS_KEY_HT_COM_10,461.853229,283.430347,HT_COM,30000
462,vulsens_0462,CO,AL_COUNTY,RMS_KEY_CC_Steel,324.168395,405.227025,CC_COM,2015
463,vulsens_0463,CO,FL_COUNTY,RMS_KEY_CC_COM_Steel,947.945841,238.277548,YB_COM,15
464,vulsens_0464,IL,AL_COUNTY,RMS_KEY_FA_COM_5000,790.248403,341.280499,HT_COM,1
465,vulsens_0465,AL,MD_COUNTY,RMS_KEY_YB_COM_2005,274.544783,659.816237,YB_COM,7500
466,vulsens_0466,TX,TX_COUNTY,RMS_KEY_YB_2010,361.861883,346.862529,CC_COM,2
467,vulsens_0467,MN,MD_COUNTY,RMS_KEY_CC_Auto,837.611507,475.513739,HT_SFD,2025
468,vulsens_0468,FL,MD_COUNTY,RMS_KEY_YB_COM_2005,828.051584,388.987273,YB_COM,Unk
469,vulsens_0469,MN,AL_COUNTY,RMS_KEY_FA_COM_15000,492.794052,616.240937,YB,Wood
470,vulsens_0470,FL,TX_COUNTY,RMS_KEY_YB_2000,1008.340276,307.646015,FA_COM,MH
471,vulsens_0471,TX,CO_COUNTY,RMS_KEY_YB_2005,928.927277,188.637206,FA_COM,1
472,vulsens_0472,FL,FL_COUNTY,RMS_KEY_CC_COM_Auto,314.065746,467.457838,CC,2010
473,vulsens_0473,CO,MN_COUNTY,RMS_KEY_YB_2025,467.079621,197.848701,YB_COM,5000
474,vulsens_0474,AL,MD_COUNTY,RMS_KEY_OCC_SFD,941.985344,317.58675,FA_COM,2005
475,vulsens_0475,CA,NY_COUNTY,RMS_KEY_HT_COM_20,2515.211656,450.260151,YB,5000
476,vulsens_0476,CA,MN_COUNTY,RMS_KEY_CC_Steel,250.469626,749.228303,HT_COM,7
477,vulsens_0477,NY,IL_COUNTY,RMS_KEY_YB_2025,383.442218,450.345391,FA_COM,Unk
478,vulsens_0478,CO,TX_COUNTY,RMS_KEY_FA_SFD_Unk,914.343535,301.096393,CC,1
479,vulsens_0479,TX,MN_COUNTY,RMS_KEY_CC_COM_Auto,404.515383,938.191736,OCC,Auto
480,vulsens_0480,IL,TX_COUNTY,RMS_KEY_YB_COM_2025,155.435175,476.858629,YB_COM,Auto
481,vulsens_0481,MD,AZ_COUNTY,RMS_KEY_YB_2010,954.343174,584.804354,FA_COM,Unk
482,vulsens_0482,TX,NY_COUNTY,RMS_KEY_CC_Steel,438.992898,635.616706,YB,RC
483,vulsens_0483,MD,AZ_COUNTY,RMS_KEY_CC_COM_Masonry,209.026558,652.189114,OCC,3000
484,vulsens_0484,CO,MD_COUNTY,RMS_KEY_YB_COM_Unk,527.179838,1110.431891,FA_COM,Unk
485,vulsens_0485,MD,AZ_COUNTY,RMS_KEY_FA_SFD_1000,751.04729,186.857513,YB,1
486,vulsens_0486,MD,CO_COUNTY,RMS_KEY_YB_2025,449.973846,355.156624,FA_SFD,20000
